exp_id,exp_letter,repetition,process_type,pid,ppid,sleep_duration,action,log_file
C4,C,4,G,60304,60303,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
C4,C,4,C,60303,60274,0,other,268.log
C4,C,4,C,60303,60274,100,other,268.log
C4,C,4,C,60303,60274,0,other,268.log
C4,C,4,C,60303,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D0,D,0,C,60305,60274,0,other,268.log
D0,D,0,C,60305,60274,0,other,268.log
D0,D,0,C,60305,60274,0,other,268.log
D0,D,0,C,60305,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D0,D,0,G,60306,60305,0,other,268.log
D0,D,0,G,60306,60305,100,other,268.log
D0,D,0,G,60306,1,0,other,268.log
D0,D,0,G,60306,1,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D1,D,1,C,60307,60274,0,other,268.log
D1,D,1,C,60307,60274,0,other,268.log
D1,D,1,C,60307,60274,0,other,268.log
D1,D,1,C,60307,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D1,D,1,G,60308,60307,0,other,268.log
D1,D,1,G,60308,60307,100,other,268.log
D1,D,1,G,60308,1,0,other,268.log
D1,D,1,G,60308,1,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D2,D,2,C,60309,60274,0,other,268.log
D2,D,2,C,60309,60274,0,other,268.log
D2,D,2,C,60309,60274,0,other,268.log
D2,D,2,C,60309,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D2,D,2,G,60310,60309,0,other,268.log
D2,D,2,G,60310,60309,100,other,268.log
D2,D,2,G,60310,1,0,other,268.log
D2,D,2,G,60310,1,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D3,D,3,C,60311,60274,0,other,268.log
D3,D,3,C,60311,60274,0,other,268.log
D3,D,3,C,60311,60274,0,other,268.log
D3,D,3,C,60311,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D3,D,3,G,60312,60311,0,other,268.log
D3,D,3,G,60312,60311,100,other,268.log
D3,D,3,G,60312,1,0,other,268.log
D3,D,3,G,60312,1,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D4,D,4,C,60313,60274,0,other,268.log
D4,D,4,C,60313,60274,0,other,268.log
D4,D,4,C,60313,60274,0,other,268.log
D4,D,4,C,60313,60274,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
M0,M,0,M,60274,49286,0,other,268.log
D4,D,4,G,60314,60313,0,other,268.log
D4,D,4,G,60314,60313,100,other,268.log
D4,D,4,G,60314,1,0,other,268.log
D4,D,4,G,60314,1,0,other,268.log
M0,M,0,M,54435,49286,0,other,126.log
B0,B,0,C,54436,54435,0,other,126.log
B0,B,0,C,54436,54435,0,other,126.log
B0,B,0,C,54436,54435,0,other,126.log
B0,B,0,C,54436,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B0,B,0,G,54437,54436,0,other,126.log
B0,B,0,G,54437,54436,0,other,126.log
B0,B,0,G,54437,1,0,other,126.log
B0,B,0,G,54437,1,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B1,B,1,C,54438,54435,0,other,126.log
B1,B,1,C,54438,54435,0,other,126.log
B1,B,1,C,54438,54435,0,other,126.log
B1,B,1,C,54438,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B1,B,1,G,54439,54438,0,other,126.log
B1,B,1,G,54439,54438,0,other,126.log
B1,B,1,G,54439,54438,0,other,126.log
B1,B,1,G,54439,54438,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B2,B,2,C,54440,54435,0,other,126.log
B2,B,2,C,54440,54435,0,other,126.log
B2,B,2,C,54440,54435,0,other,126.log
B2,B,2,C,54440,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B2,B,2,G,54441,54440,0,other,126.log
B2,B,2,G,54441,54440,0,other,126.log
B2,B,2,G,54441,54440,0,other,126.log
B2,B,2,G,54441,54440,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B3,B,3,C,54442,54435,0,other,126.log
B3,B,3,C,54442,54435,0,other,126.log
B3,B,3,C,54442,54435,0,other,126.log
B3,B,3,C,54442,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B3,B,3,G,54443,54442,0,other,126.log
B3,B,3,G,54443,54442,0,other,126.log
B3,B,3,G,54443,54442,0,other,126.log
B3,B,3,G,54443,54442,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B4,B,4,C,54444,54435,0,other,126.log
B4,B,4,C,54444,54435,0,other,126.log
B4,B,4,C,54444,54435,0,other,126.log
B4,B,4,C,54444,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B4,B,4,G,54445,54444,0,other,126.log
B4,B,4,G,54445,54444,0,other,126.log
B4,B,4,G,54445,1,0,other,126.log
B4,B,4,G,54445,1,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B5,B,5,C,54446,54435,0,other,126.log
B5,B,5,C,54446,54435,0,other,126.log
B5,B,5,C,54446,54435,0,other,126.log
B5,B,5,C,54446,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B5,B,5,G,54447,54446,0,other,126.log
B5,B,5,G,54447,54446,0,other,126.log
B5,B,5,G,54447,54446,0,other,126.log
B5,B,5,G,54447,54446,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B6,B,6,C,54448,54435,0,other,126.log
B6,B,6,C,54448,54435,0,other,126.log
B6,B,6,C,54448,54435,0,other,126.log
B6,B,6,C,54448,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B6,B,6,G,54449,54448,0,other,126.log
B6,B,6,G,54449,54448,0,other,126.log
B6,B,6,G,54449,54448,0,other,126.log
B6,B,6,G,54449,54448,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B7,B,7,C,54450,54435,0,other,126.log
B7,B,7,C,54450,54435,0,other,126.log
B7,B,7,C,54450,54435,0,other,126.log
B7,B,7,C,54450,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B7,B,7,G,54451,54450,0,other,126.log
B7,B,7,G,54451,54450,0,other,126.log
B7,B,7,G,54451,54450,0,other,126.log
B7,B,7,G,54451,54450,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B8,B,8,C,54452,54435,0,other,126.log
B8,B,8,C,54452,54435,0,other,126.log
B8,B,8,C,54452,54435,0,other,126.log
B8,B,8,C,54452,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B8,B,8,G,54453,54452,0,other,126.log
B8,B,8,G,54453,54452,0,other,126.log
B8,B,8,G,54453,54452,0,other,126.log
B8,B,8,G,54453,54452,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B9,B,9,C,54454,54435,0,other,126.log
B9,B,9,C,54454,54435,0,other,126.log
B9,B,9,C,54454,54435,0,other,126.log
B9,B,9,C,54454,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
B9,B,9,G,54455,54454,0,other,126.log
B9,B,9,G,54455,54454,0,other,126.log
B9,B,9,G,54455,54454,0,other,126.log
B9,B,9,G,54455,54454,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C0,C,0,G,54457,54456,0,other,126.log
C0,C,0,G,54457,54456,0,other,126.log
C0,C,0,G,54457,54456,0,other,126.log
C0,C,0,G,54457,54456,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C0,C,0,C,54456,54435,0,other,126.log
C0,C,0,C,54456,54435,100,other,126.log
C0,C,0,C,54456,54435,0,other,126.log
C0,C,0,C,54456,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C1,C,1,G,54459,54458,0,other,126.log
C1,C,1,G,54459,54458,0,other,126.log
C1,C,1,G,54459,54458,0,other,126.log
C1,C,1,G,54459,54458,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C1,C,1,C,54458,54435,0,other,126.log
C1,C,1,C,54458,54435,100,other,126.log
C1,C,1,C,54458,54435,0,other,126.log
C1,C,1,C,54458,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C2,C,2,G,54461,54460,0,other,126.log
C2,C,2,G,54461,54460,0,other,126.log
C2,C,2,G,54461,54460,0,other,126.log
C2,C,2,G,54461,54460,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C2,C,2,C,54460,54435,0,other,126.log
C2,C,2,C,54460,54435,100,other,126.log
C2,C,2,C,54460,54435,0,other,126.log
C2,C,2,C,54460,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C3,C,3,G,54463,54462,0,other,126.log
C3,C,3,G,54463,54462,0,other,126.log
C3,C,3,G,54463,54462,0,other,126.log
C3,C,3,G,54463,54462,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C3,C,3,C,54462,54435,0,other,126.log
C3,C,3,C,54462,54435,100,other,126.log
C3,C,3,C,54462,54435,0,other,126.log
C3,C,3,C,54462,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C4,C,4,G,54465,54464,0,other,126.log
C4,C,4,G,54465,54464,0,other,126.log
C4,C,4,G,54465,54464,0,other,126.log
C4,C,4,G,54465,54464,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
C4,C,4,C,54464,54435,0,other,126.log
C4,C,4,C,54464,54435,100,other,126.log
C4,C,4,C,54464,54435,0,other,126.log
C4,C,4,C,54464,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D0,D,0,C,54466,54435,0,other,126.log
D0,D,0,C,54466,54435,0,other,126.log
D0,D,0,C,54466,54435,0,other,126.log
D0,D,0,C,54466,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D0,D,0,G,54467,54466,0,other,126.log
D0,D,0,G,54467,54466,100,other,126.log
D0,D,0,G,54467,1,0,other,126.log
D0,D,0,G,54467,1,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D1,D,1,C,54468,54435,0,other,126.log
D1,D,1,C,54468,54435,0,other,126.log
D1,D,1,C,54468,54435,0,other,126.log
D1,D,1,C,54468,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D1,D,1,G,54469,54468,0,other,126.log
D1,D,1,G,54469,54468,100,other,126.log
D1,D,1,G,54469,54468,0,other,126.log
D1,D,1,G,54469,54468,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D2,D,2,C,54470,54435,0,other,126.log
D2,D,2,C,54470,54435,0,other,126.log
D2,D,2,C,54470,54435,0,other,126.log
D2,D,2,C,54470,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D2,D,2,G,54471,54470,0,other,126.log
D2,D,2,G,54471,54470,100,other,126.log
D2,D,2,G,54471,1,0,other,126.log
D2,D,2,G,54471,1,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D3,D,3,G,54473,54472,0,other,126.log
D3,D,3,G,54473,54472,100,other,126.log
D3,D,3,G,54473,54472,0,other,126.log
D3,D,3,G,54473,54472,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D3,D,3,C,54472,54435,0,other,126.log
D3,D,3,C,54472,54435,0,other,126.log
D3,D,3,C,54472,54435,0,other,126.log
D3,D,3,C,54472,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D4,D,4,C,54474,54435,0,other,126.log
D4,D,4,C,54474,54435,0,other,126.log
D4,D,4,C,54474,54435,0,other,126.log
D4,D,4,C,54474,54435,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
M0,M,0,M,54435,49286,0,other,126.log
D4,D,4,G,54475,54474,0,other,126.log
D4,D,4,G,54475,54474,100,other,126.log
D4,D,4,G,54475,54474,0,other,126.log
D4,D,4,G,54475,54474,0,other,126.log
M0,M,0,M,58259,49286,0,other,219.log
B0,B,0,G,58261,58260,0,other,219.log
B0,B,0,G,58261,58260,0,other,219.log
B0,B,0,G,58261,58260,0,other,219.log
B0,B,0,G,58261,58260,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B0,B,0,C,58260,58259,0,other,219.log
B0,B,0,C,58260,58259,0,other,219.log
B0,B,0,C,58260,58259,0,other,219.log
B0,B,0,C,58260,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B1,B,1,C,58262,58259,0,other,219.log
B1,B,1,C,58262,58259,0,other,219.log
B1,B,1,C,58262,58259,0,other,219.log
B1,B,1,C,58262,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B1,B,1,G,58263,58262,0,other,219.log
B1,B,1,G,58263,58262,0,other,219.log
B1,B,1,G,58263,1,0,other,219.log
B1,B,1,G,58263,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B2,B,2,G,58265,58264,0,other,219.log
B2,B,2,G,58265,58264,0,other,219.log
B2,B,2,G,58265,58264,0,other,219.log
B2,B,2,G,58265,58264,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B2,B,2,C,58264,58259,0,other,219.log
B2,B,2,C,58264,58259,0,other,219.log
B2,B,2,C,58264,58259,0,other,219.log
B2,B,2,C,58264,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B3,B,3,C,58266,58259,0,other,219.log
B3,B,3,C,58266,58259,0,other,219.log
B3,B,3,C,58266,58259,0,other,219.log
B3,B,3,C,58266,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B3,B,3,G,58267,58266,0,other,219.log
B3,B,3,G,58267,58266,0,other,219.log
B3,B,3,G,58267,58266,0,other,219.log
B3,B,3,G,58267,58266,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B4,B,4,G,58269,58268,0,other,219.log
B4,B,4,G,58269,58268,0,other,219.log
B4,B,4,G,58269,58268,0,other,219.log
B4,B,4,G,58269,58268,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B4,B,4,C,58268,58259,0,other,219.log
B4,B,4,C,58268,58259,0,other,219.log
B4,B,4,C,58268,58259,0,other,219.log
B4,B,4,C,58268,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B5,B,5,G,58271,58270,0,other,219.log
B5,B,5,G,58271,58270,0,other,219.log
B5,B,5,G,58271,58270,0,other,219.log
B5,B,5,G,58271,58270,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B5,B,5,C,58270,58259,0,other,219.log
B5,B,5,C,58270,58259,0,other,219.log
B5,B,5,C,58270,58259,0,other,219.log
B5,B,5,C,58270,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B6,B,6,G,58273,58272,0,other,219.log
B6,B,6,G,58273,58272,0,other,219.log
B6,B,6,G,58273,58272,0,other,219.log
B6,B,6,G,58273,58272,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B6,B,6,C,58272,58259,0,other,219.log
B6,B,6,C,58272,58259,0,other,219.log
B6,B,6,C,58272,58259,0,other,219.log
B6,B,6,C,58272,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B7,B,7,C,58274,58259,0,other,219.log
B7,B,7,C,58274,58259,0,other,219.log
B7,B,7,C,58274,58259,0,other,219.log
B7,B,7,C,58274,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B7,B,7,G,58275,58274,0,other,219.log
B7,B,7,G,58275,58274,0,other,219.log
B7,B,7,G,58275,1,0,other,219.log
B7,B,7,G,58275,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B8,B,8,C,58276,58259,0,other,219.log
B8,B,8,C,58276,58259,0,other,219.log
B8,B,8,C,58276,58259,0,other,219.log
B8,B,8,C,58276,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B8,B,8,G,58277,58276,0,other,219.log
B8,B,8,G,58277,58276,0,other,219.log
B8,B,8,G,58277,1,0,other,219.log
B8,B,8,G,58277,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B9,B,9,C,58278,58259,0,other,219.log
B9,B,9,C,58278,58259,0,other,219.log
B9,B,9,C,58278,58259,0,other,219.log
B9,B,9,C,58278,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
B9,B,9,G,58279,58278,0,other,219.log
B9,B,9,G,58279,58278,0,other,219.log
B9,B,9,G,58279,1,0,other,219.log
B9,B,9,G,58279,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C0,C,0,G,58281,58280,0,other,219.log
C0,C,0,G,58281,58280,0,other,219.log
C0,C,0,G,58281,58280,0,other,219.log
C0,C,0,G,58281,58280,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C0,C,0,C,58280,58259,0,other,219.log
C0,C,0,C,58280,58259,100,other,219.log
C0,C,0,C,58280,58259,0,other,219.log
C0,C,0,C,58280,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C1,C,1,G,58283,58282,0,other,219.log
C1,C,1,G,58283,58282,0,other,219.log
C1,C,1,G,58283,58282,0,other,219.log
C1,C,1,G,58283,58282,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C1,C,1,C,58282,58259,0,other,219.log
C1,C,1,C,58282,58259,100,other,219.log
C1,C,1,C,58282,58259,0,other,219.log
C1,C,1,C,58282,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C2,C,2,G,58285,58284,0,other,219.log
C2,C,2,G,58285,58284,0,other,219.log
C2,C,2,G,58285,58284,0,other,219.log
C2,C,2,G,58285,58284,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C2,C,2,C,58284,58259,0,other,219.log
C2,C,2,C,58284,58259,100,other,219.log
C2,C,2,C,58284,58259,0,other,219.log
C2,C,2,C,58284,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C3,C,3,C,58286,58259,0,other,219.log
C3,C,3,C,58286,58259,100,other,219.log
C3,C,3,C,58286,58259,0,other,219.log
C3,C,3,C,58286,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C3,C,3,G,58287,58286,0,other,219.log
C3,C,3,G,58287,58286,0,other,219.log
C3,C,3,G,58287,58286,0,other,219.log
C3,C,3,G,58287,58286,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C4,C,4,G,58289,58288,0,other,219.log
C4,C,4,G,58289,58288,0,other,219.log
C4,C,4,G,58289,58288,0,other,219.log
C4,C,4,G,58289,58288,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
C4,C,4,C,58288,58259,0,other,219.log
C4,C,4,C,58288,58259,100,other,219.log
C4,C,4,C,58288,58259,0,other,219.log
C4,C,4,C,58288,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D0,D,0,C,58290,58259,0,other,219.log
D0,D,0,C,58290,58259,0,other,219.log
D0,D,0,C,58290,58259,0,other,219.log
D0,D,0,C,58290,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D0,D,0,G,58291,58290,0,other,219.log
D0,D,0,G,58291,58290,100,other,219.log
D0,D,0,G,58291,1,0,other,219.log
D0,D,0,G,58291,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D1,D,1,C,58292,58259,0,other,219.log
D1,D,1,C,58292,58259,0,other,219.log
D1,D,1,C,58292,58259,0,other,219.log
D1,D,1,C,58292,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D1,D,1,G,58293,58292,0,other,219.log
D1,D,1,G,58293,58292,100,other,219.log
D1,D,1,G,58293,1,0,other,219.log
D1,D,1,G,58293,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D2,D,2,C,58294,58259,0,other,219.log
D2,D,2,C,58294,58259,0,other,219.log
D2,D,2,C,58294,58259,0,other,219.log
D2,D,2,C,58294,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D2,D,2,G,58295,58294,0,other,219.log
D2,D,2,G,58295,58294,100,other,219.log
D2,D,2,G,58295,1,0,other,219.log
D2,D,2,G,58295,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D3,D,3,C,58296,58259,0,other,219.log
D3,D,3,C,58296,58259,0,other,219.log
D3,D,3,C,58296,58259,0,other,219.log
D3,D,3,C,58296,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D3,D,3,G,58297,58296,0,other,219.log
D3,D,3,G,58297,58296,100,other,219.log
D3,D,3,G,58297,1,0,other,219.log
D3,D,3,G,58297,1,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D4,D,4,C,58298,58259,0,other,219.log
D4,D,4,C,58298,58259,0,other,219.log
D4,D,4,C,58298,58259,0,other,219.log
D4,D,4,C,58298,58259,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
M0,M,0,M,58259,49286,0,other,219.log
D4,D,4,G,58299,58298,0,other,219.log
D4,D,4,G,58299,58298,100,other,219.log
D4,D,4,G,58299,1,0,other,219.log
D4,D,4,G,58299,1,0,other,219.log
M0,M,0,M,55957,49286,0,other,163.log
B0,B,0,C,55958,55957,0,other,163.log
B0,B,0,C,55958,55957,0,other,163.log
B0,B,0,C,55958,55957,0,other,163.log
B0,B,0,C,55958,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B0,B,0,G,55959,55958,0,other,163.log
B0,B,0,G,55959,55958,0,other,163.log
B0,B,0,G,55959,55958,0,other,163.log
B0,B,0,G,55959,55958,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B1,B,1,G,55961,55960,0,other,163.log
B1,B,1,G,55961,55960,0,other,163.log
B1,B,1,G,55961,55960,0,other,163.log
B1,B,1,G,55961,55960,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B1,B,1,C,55960,55957,0,other,163.log
B1,B,1,C,55960,55957,0,other,163.log
B1,B,1,C,55960,55957,0,other,163.log
B1,B,1,C,55960,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B2,B,2,C,55962,55957,0,other,163.log
B2,B,2,C,55962,55957,0,other,163.log
B2,B,2,C,55962,55957,0,other,163.log
B2,B,2,C,55962,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B3,B,3,C,55964,55957,0,other,163.log
B3,B,3,C,55964,55957,0,other,163.log
B3,B,3,C,55964,55957,0,other,163.log
B3,B,3,C,55964,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B4,B,4,G,55967,55966,0,other,163.log
B4,B,4,G,55967,55966,0,other,163.log
B4,B,4,G,55967,55966,0,other,163.log
B4,B,4,G,55967,55966,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B4,B,4,C,55966,55957,0,other,163.log
B4,B,4,C,55966,55957,0,other,163.log
B4,B,4,C,55966,55957,0,other,163.log
B4,B,4,C,55966,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B2,B,2,G,55963,1,0,other,163.log
B2,B,2,G,55963,1,0,other,163.log
B2,B,2,G,55963,1,0,other,163.log
B2,B,2,G,55963,1,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B5,B,5,C,55968,55957,0,other,163.log
B5,B,5,C,55968,55957,0,other,163.log
B5,B,5,C,55968,55957,0,other,163.log
B5,B,5,C,55968,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B3,B,3,G,55965,55964,0,other,163.log
B3,B,3,G,55965,55964,0,other,163.log
B3,B,3,G,55965,1,0,other,163.log
B3,B,3,G,55965,1,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B5,B,5,G,55969,55968,0,other,163.log
B5,B,5,G,55969,55968,0,other,163.log
B5,B,5,G,55969,55968,0,other,163.log
B5,B,5,G,55969,55968,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B6,B,6,C,55970,55957,0,other,163.log
B6,B,6,C,55970,55957,0,other,163.log
B6,B,6,C,55970,55957,0,other,163.log
B6,B,6,C,55970,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B6,B,6,G,55971,55970,0,other,163.log
B6,B,6,G,55971,55970,0,other,163.log
B6,B,6,G,55971,1,0,other,163.log
B6,B,6,G,55971,1,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B7,B,7,G,55973,55972,0,other,163.log
B7,B,7,G,55973,55972,0,other,163.log
B7,B,7,G,55973,55972,0,other,163.log
B7,B,7,G,55973,55972,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B7,B,7,C,55972,55957,0,other,163.log
B7,B,7,C,55972,55957,0,other,163.log
B7,B,7,C,55972,55957,0,other,163.log
B7,B,7,C,55972,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B8,B,8,C,55974,55957,0,other,163.log
B8,B,8,C,55974,55957,0,other,163.log
B8,B,8,C,55974,55957,0,other,163.log
B8,B,8,C,55974,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B8,B,8,G,55975,55974,0,other,163.log
B8,B,8,G,55975,55974,0,other,163.log
B8,B,8,G,55975,55974,0,other,163.log
B8,B,8,G,55975,55974,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B9,B,9,C,55976,55957,0,other,163.log
B9,B,9,C,55976,55957,0,other,163.log
B9,B,9,C,55976,55957,0,other,163.log
B9,B,9,C,55976,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
B9,B,9,G,55977,55976,0,other,163.log
B9,B,9,G,55977,55976,0,other,163.log
B9,B,9,G,55977,55976,0,other,163.log
B9,B,9,G,55977,55976,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C0,C,0,G,55979,55978,0,other,163.log
C0,C,0,G,55979,55978,0,other,163.log
C0,C,0,G,55979,55978,0,other,163.log
C0,C,0,G,55979,55978,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C0,C,0,C,55978,55957,0,other,163.log
C0,C,0,C,55978,55957,100,other,163.log
C0,C,0,C,55978,55957,0,other,163.log
C0,C,0,C,55978,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C1,C,1,G,55981,55980,0,other,163.log
C1,C,1,G,55981,55980,0,other,163.log
C1,C,1,G,55981,55980,0,other,163.log
C1,C,1,G,55981,55980,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C1,C,1,C,55980,55957,0,other,163.log
C1,C,1,C,55980,55957,100,other,163.log
C1,C,1,C,55980,55957,0,other,163.log
C1,C,1,C,55980,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C2,C,2,G,55983,55982,0,other,163.log
C2,C,2,G,55983,55982,0,other,163.log
C2,C,2,G,55983,55982,0,other,163.log
C2,C,2,G,55983,55982,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C2,C,2,C,55982,55957,0,other,163.log
C2,C,2,C,55982,55957,100,other,163.log
C2,C,2,C,55982,55957,0,other,163.log
C2,C,2,C,55982,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C3,C,3,G,55985,55984,0,other,163.log
C3,C,3,G,55985,55984,0,other,163.log
C3,C,3,G,55985,55984,0,other,163.log
C3,C,3,G,55985,55984,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C3,C,3,C,55984,55957,0,other,163.log
C3,C,3,C,55984,55957,100,other,163.log
C3,C,3,C,55984,55957,0,other,163.log
C3,C,3,C,55984,55957,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C4,C,4,G,55987,55986,0,other,163.log
C4,C,4,G,55987,55986,0,other,163.log
C4,C,4,G,55987,55986,0,other,163.log
C4,C,4,G,55987,55986,0,other,163.log
M0,M,0,M,55957,49286,0,other,163.log
C4,C,4,C,55986,55957,0,other,163.log
C4,C,4,C,55986,55957,100,other,163.log
C4,C,4,C,55986,55957,0,other,163.log
